Rank,Corpus ID,Authors,Year,Title,DOI,DSD_variety,DSD_frequency,LSD_variety,LSD_frequency,PSD_variety,PSD_frequency,MSD_variety,MSD_frequency,Score,Matched_Terms
4658,3541,"Shibato, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Inoue, K.; Ishizaka, A.",2003,"Effects of rootstock varieties on scion growth, yield and fruit quality in paprika [Capsicum annuum]",,0,0,0,0,0,0,0,0,0.0,
4659,3542,"Hayashi, M. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Tsukiji, K.",2003,Effects of shading and mulching materials with the open roof plastic film greenhouse on spinach [Spinacia oleracea] in summer,,0,0,0,0,0,0,0,0,0.0,
4660,3543,"Yee, P.L. (Kyushu Inst. of Technology, Kitakyushu, Fukuoka (Japan)); Wakisaka, M.; Shirai, Y.; Hassan, M.A.",2003,Effects of single food components on freeze concentration by freezing and thawing technique,,0,0,0,0,0,0,0,0,0.0,
4661,3544,"Kunitake, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Sakai, Y.; Kuroyanagi, N.; Tanigawa, T.",2003,Effects of temperature on growth and flowering of autumn-flowering chrysanthemum [Dendranthema] 'Jinba',,0,0,0,0,0,0,0,0,0.0,
4662,3545,"Ichiki, R. (Kyushu Univ., Fukuoka (Japan)); Takasu, K.; Shima, H.",2003,Effects of temperature on immature development of the parasitic fly Bessa parallela (Meigen)(Diptera: Tachinidae),,0,0,0,0,0,0,0,0,0.0,
4663,3546,"Mitsuoka, M. (Kyushu Univ., Fukuoka (Japan)); Inoue, E.; Inaba, S.; Hara, S.; Fukushima, T.; Marutani, I.; Hirai, Y.; Mori, K.",2003,Effects of the arrangement of track rollers and the center of gravity on vibration characteristics of the agricultural rubber crawler vehicle,,0,0,0,0,0,0,0,0,0.0,
4664,3547,"Iwaya Inoue, M. (Kyushu Univ., Fukuoka (Japan)); Nonami, H.",2003,Effects of trehalose on flower senescence from the view point of physical states of water,,0,0,0,0,0,0,0,0,0.0,
4665,3549,"Xi, Y. (Kyushu Univ., Fukuoka (Japan)); Nada, Y.; Soh, T.; Fujihara, N.; Hattori, M.",2003,Establishment of feather follicle stem cells as potential vehicles for delivering exogenous genes in birds,,0,0,0,0,0,0,0,0,0.0,
4666,3550,"Ren, H. (Tokyo Univ. of Fisheries (Japan)); Yamaguchi, I.; Takase, N.; Fukuoka, M.; Endo, H.; Hayashi, T.",2003,Evaluation of an initial stage-autoxidation of foods by modified ultra weak chemiluminescence assay,,0,0,0,0,0,0,0,0,0.0,
4667,3551,"Egashira, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Han, J.L.; Karimu, A.J.M.S.; Moslehuddin, Md.A.Z.; Yamada, Y.",2003,Evaluation of long-term application of organic residues on accumulation of organic matter and improvement of soil chemical properties in a clay terrace soil of Bangladesh,,0,0,0,0,0,0,0,0,0.0,
4668,3552,"Inoue, E. (Kyushu Univ., Fukuoka (Japan)); Ueka, I.; Hirai, Y.; Matui, M.; Fukushima, T.; Mori, K.",2003,Evaluation of strength distribution on detachment force of paddy [Oryza sativa] grain,,0,0,0,0,0,0,0,0,0.0,
4669,3554,"Nakagawa, K. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Ikeura, S.",2003,Examination about shipment adjustment of the caught fish in the Buzen Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4670,3555,"Nagao, H. (Tsukuba Univ., Ibaraki (Japan)); Ogawa, S.; Sato, T.; Kakishima, M.",2003,Exobasidium symploci-japonicae var. carpogenum var. nov. causing exobasidium fruit deformation on Symplocosu lucida in Japan,,0,0,0,0,0,0,0,0,0.0,
4671,3556,"Fujimoto, N. (Fukuoka Univ. of Education, Munakata (Japan)); Ishibashi, S.; Taguchi, K.; Yamamoto, H.; Ogata, S.",2003,Experimental study on the waste-liquid treatment by high ozone concentration for the kitchen at a restaurant industry,,0,0,0,0,0,0,0,0,0.0,
4672,3557,"Shimojo, M. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Ikeda, K.; Asano, Y.; Ishiwaka, R.; Shao, T.; Sato, H.; Tobisa, M.; Nakano, Y.; Ohba, N.; Yano, Y.; Masuda, Y.",2003,Exponential functions with base e in growth analysis and deriving them from rotations of axes of time described using eular's formula,,0,0,0,0,0,0,0,0,0.0,
4673,3558,"Takesue, K. (Kyushu Univ., Fukuoka (Japan)); Tabata, S.; Sato, F.; Hattori, M.",2003,Expression of nitric oxide synthase-3 in porcine oocytes obtained at different follicular development,,0,0,0,0,0,0,0,0,0.0,
4674,3563,"Fujiyoshi, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Munekado, K.; Inoue, N.",2003,Feed characteristic of the new Italian ryegrass [Lolium multiflorum] cultiver 'Shiwasuaoba' whitch was examined from the feed composition content according to growth stage,,0,0,0,0,0,0,0,0,0.0,
4675,3564,"Saito, S. (Kyushu Univ., Fukuoka (Japan)); Takagi, T.; Koutoku, T.; Denbow, D.M.; Furuse, M.",2003,Feeding condition and strain difference influence sleeping behavior in newborn chicks,,0,0,0,0,0,0,0,0,0.0,
4676,3565,"Shao, T. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Ohba, N.; Shimojo, M.; Masuda, Y.",2003,"Fermentation quality of forage oat (Avena sativa L.) silages treated with pre-fermented juices, sorbic acid, glucose and encapsulated-glucose",,0,0,0,0,0,0,0,0,0.0,
4677,3566,"Kawamura, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Ishitsuka, A.",2003,"Fertilizer application method for high quality, high palatability and stable yield using the new rice [Oryza sativa] cultivar, 'Akisayaka'",,0,0,0,0,0,0,0,0,0.0,
4678,3567,"Otsuki, K. (Kyushu Univ., Fukuoka (Japan))",2003,Field science from the viewpoint of forest,,0,0,0,0,0,0,0,0,0.0,
4679,3568,"Egashira, K. (Kyushu Univ., Fukuoka (Japan))",2003,Field survey in Myanmar: Invitation to Asia,,0,0,0,0,0,0,0,0,0.0,
4680,3569,"Fukuoka, H. (Meijo Univ., Nagoya (Japan)); Homma, M.; Ichihara, S.",2003,Flagellum-independent trail formation of Escherichia coli on semi-solid agar,,0,0,0,0,0,0,0,0,0.0,
4681,3570,"Sato, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Uchimura, Y.; Matsue, Y.",2003,Flour characteristics of wheat [Triticum aestivum] influenced by sowing time,,0,0,0,0,0,0,0,0,0.0,
4682,3573,"Shimizu, H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Furuya, N.; Suga, K.; Honjoh, K.; Miyamoto, T.; Hatano, S.; Iio, M.",2003,Freezing tolerance of transgenic tobacco with increased content of unsaturated fatty acid by expressing the CvFad2 or CvFad3 gene,,0,0,0,0,0,0,0,0,0.0,
4683,3574,"Yamaguchi, H. (Kyushu Univ., Fukuoka (Japan))",2003,Fungal resistance of chemically modified tannin and tannin-copper complexes as wood preservatives,,0,0,0,0,0,0,0,0,0.0,
4684,3575,"Fukuoka, Y. (Rissho Univ., Kumagaya, Saitama (Japan))",2003,Genealogical review on heat-island studies,,0,0,0,0,0,0,0,0,0.0,
4685,3576,"Egashira, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kaieda, A.; Do, N.H.",2003,General chemical fertility and chemical processes of grey degraded soils as a problem soil in Viet Nam,,0,0,0,0,0,0,0,0,0.0,
4686,3577,"Matsui, S. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Chikushi, Y.",2003,Generating of the oxygen-deficient water mass in northeast part fishery of the Ariake Sea: Continuation measurement of bottom-oxygen in northeast part fishery of the Ariake Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4687,3578,"Kuroyanagi, N. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Kunitake, T.; Sakai, Y.; Tanigawa, T.",2003,Generation of malformed flowers and low-temperature exposure in cropping type sunflowers harvested in april,,0,0,0,0,0,0,0,0,0.0,
4688,3579,"Park, C.S. (Mie Univ., Tsu (Japan). Faculty of Bioresources); Kakinuma, M.; Sakaguchi, K.; Amano, H.",2003,Genetic variation detected with random amplified polymorphic DNA markers among isolates of the red rot disease fungus Pythium porphyrae isolated from Porphyra yezoensis from Korea and Japan,,0,0,0,0,0,0,0,0,0.0,
4689,3580,"Hayashi, T. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Kobayashi, D.; Kariu, T.; Tahara, M.; Hada, K.; Kouzuma, Y.; Kimura, M.",2003,"Genomic cloning of ribonucleases in Nicotiana glutinosa leaves, as induced in response to wonding or to TMV-infection, and characterization of their promoters",,0,0,0,0,0,0,0,0,0.0,
4690,3581,"Zheng, S.H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Maeda, A.; Fukuyama, M.",2003,Genotypic and environmental variation of lag period of pod growth in soybean,,0,0,0,0,0,0,0,0,0.0,
4691,3582,"Ikeda, K. (Kyushu Univ., Fukuoka (Japan)); Gotoh, T.; Tobisa, M.; Shimojo, M.; Masuda, Y.",2003,Germination time of Digitaria adscendens (H.B.K.) Henr. and Echinochloa crus-galli (L.) Beauv. as influenced by bare ground or by covering with Dactylis glomerata L. and its cutting treatments,,0,0,0,0,0,0,0,0,0.0,
4692,3583,"Takeuchi, Y. (Nishinihon Green Research Inst., Fukuoka (Japan)); Agata, W.; Aoki, N.",2003,Greening on water surface and water purification by soil-less floating culture,,0,0,0,0,0,0,0,0,0.0,
4693,3584,"Ahmed, F. (Kyushu Univ., Fukuoka (Japan)); Hirota, O.; Yamada, Y.; Rahman, Md.A.",2003,Growth characteristics and yield of mungbean [Vigna radiata radiata] varieties cultivated under different shading conditions,,0,0,0,0,0,0,0,0,0.0,
4694,3585,"Sasaki, K. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Kito, H.",2003,Growth characteristics of Rhizosolenia imbricata Brightwell occurring in Ariake Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4695,3586,"Ogata, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Sato, H.; Kawamura, Y.; Ishimaru, T.; Uchimura, Y.; Matsue, Y.",2003,Growth habit and eating quality of rice [Oryza sativa] of a newly recommended late-maturing cultivar 'Akisayaka' in Fukuoka prefecture [Japan],,0,0,0,0,0,0,0,0,0.0,
4696,3587,"Mawatari, S. (Fukuoka Women's Univ. (Japan)); Ohnishi, Y.; Kaji, Y.; Maruyama, T.; Murakami, K.; Tsutsui, K.; Fujino, T.",2003,"High-cholesterol diets induce changes in lipid composition of rat erythrocyte membrane including decrease in cholesterol, increase in alpha-tocopherol and changes in fatty acids of phospholipids",,0,0,0,0,0,0,0,0,0.0,
4697,3588,"Nakayama, J. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Akkermans, A.D.L.; De Vos, W.M.",2003,High-throughput PCR screening of genes for three-component regulatory system putatively involved in quorum sensing from low-G+C gram-positive bacteria,,0,0,0,0,0,0,0,0,0.0,
4698,3590,"Fujikawa, K. (Kyushu Univ., Fukuoka (Japan)); Kawaguchi, Y.; Kusakabe, T.; Koga, K.",2003,"Histological studies on the yolk granule formation in the egg character mutant, vit, of Bombyx mori",,0,0,0,0,0,0,0,0,0.0,
4699,3591,"Shimada, A. (Kyushu Kyoritsu Univ., Kitakyushu, Fukuoka (Japan)); Shiokawa, C.; Kusano, M.; Fujioka, S.; Kimura, Y.",2003,"Hydroxysulochrin, a tea [Camellia sinensis] pollen growth inhibitor from the fungus Aureobasidium sp",,0,0,0,0,0,0,0,0,0.0,
4700,3592,"Sanchez, P.L.; Sobrizal; Ikeda, K.; Yasui, H.; Yoshimura, A.",2003,Identifying late heading genes in rice using Oryza glumaepatula introgression lines,,0,0,0,0,0,0,0,0,0.0,
4701,3593,"Kume, A. (Kyushu Univ., Fukuoka (Japan)); Watanuki, Y.",2003,Importance of respiration in the ecological processes: Energy consumption in plants and animals,,0,0,0,0,0,0,0,0,0.0,
4702,3594,"Aso, Y. (Kyushu Univ., Fukuoka (Japan)); Nagao, J.; Nakayama, J.; Sonomoto, K.",2003,In pursuit of various novel functions of lactic acid bacteria,,0,0,0,0,0,0,0,0,0.0,
4703,3595,"Ogura, Y. (Kyushu Univ., Fukuoka (Japan)); Okubo, H.",2003,In vitro shoot formation from rhizome apices of Cymbidium ensifolium and C. kanran,,0,0,0,0,0,0,0,0,0.0,
4704,3596,"Islam, Md.S. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Inoue, A.; Igura, N.; Kato, T.; Shimoda, M.; Hayakawa, I.",2003,"Inactivation of Bacillus spores suspended in physiological salt solution, potage and ketchup by the combination of moderate heat and low hydrostatic pressure",,0,0,0,0,0,0,0,0,0.0,
4705,3597,"Maeda, Y. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Igura, N.; Shimoda, M.; Hayakawa, I.",2003,Inactivation of vegetative bacteria in a liquid medium by gas plasma under atmospheric pressure,,0,0,0,0,0,0,0,0,0.0,
4706,3598,"Zheng, W. (Kagoshima Univ. (Japan). Faculty of Agriculture); Fukuoka, Y.; Chishaki, N.; Inanaga, S.",2003,Incorporation of 13C into carbohydrates and translocation in peanut plant,,0,0,0,0,0,0,0,0,0.0,
4707,3600,"Ikeda, K. (Kyushu Univ., Fukuoka (Japan)); Gotoh, T.; Tobisa, M.; Shimojo, M.; Masuda, Y.",2003,Influence of light and temperature on germination of Echinochloa crus-galli (L.) Beauv. and Digitaria adscendens (H.B.K.) Henr. seeds,,0,0,0,0,0,0,0,0,0.0,
4708,3601,"Koga, T. (Nakamura Gakuen Coll., Fukuoka (Japan)); Koga, Y.; Nakata, S.; Ohta, H.",2003,Influence of some food samples on masticatory muscle activities during chewing of female young adults,,0,0,0,0,0,0,0,0,0.0,
4709,3602,"Inoue, N. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Baba, T.; Kamori, T.",2003,"Influence of sowing time on the growth and yield of the Italian ryegrass cultivar ""Shiwasuaoba""",,0,0,0,0,0,0,0,0,0.0,
4710,3603,"Fukushima, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Uchikawa, O.; Tsukazaki, M.",2003,"Influence of the all-night lighting with mercury-vapor lamps on the growth, yield and apparent quality of soybean [Glycine max]",,0,0,0,0,0,0,0,0,0.0,
4711,3604,"Araki, M. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Yamamoto, T.; Mitsuda, Y.",2003,"Influence of varietal characteristics and uptake of nitrogen on the growth, yield and quality of rice [Oryza sativa] in Fukuoka prefecture [Japan], 3: The relationship between nitrogen uptake and palatability for the rice variety of 'Yumetsukushi'",,0,0,0,0,0,0,0,0,0.0,
4712,3605,"Araki, M. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Yamamoto, T.; Mitsuda, Y.",2003,"Influence of varietal characteristics and uptake of nitrogen on the growth, yield and quality of rice [Oryza sativa] in Fukuoka prefecture [Japan], 4: Estimation of nitrogen uptake for the rice variety of 'Yumetsukushi'",,0,0,0,0,0,0,0,0,0.0,
4713,3606,"Hayashi, K. (Fukuoka-ken. Government Office (Japan)); Sugiura, T.",2003,Influence of winter warming and high temperatures in growing season on development of deciduous fruit tree in Fukuoka prefecture,,0,0,0,0,0,0,0,0,0.0,
4714,3608,"Ohga, S. (Kyushu Univ., Fukuoka (Japan))",2003,Initiation and control of basidiomycete fruit bodies,,0,0,0,0,0,0,0,0,0.0,
4715,3609,"Noma, S. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Shimoda, M.; Hayakawa, I.",2003,Injury of Escherichia coli K12 by hydrostatic pressure treatment with rapid decompression,,0,0,0,0,0,0,0,0,0.0,
4716,3613,"Saeki, K. (Kyushu Univ., Fukuoka (Japan)); Sakurai, K.; Inoue, H.",2003,Ion exchange selectivity coefficients of Cd(II) ion on Ca saturated kaolinite and bentonite,,0,0,0,0,0,0,0,0,0.0,
4717,3614,"Saeki, K. (Kyushu Univ., Fukuoka (Japan)); Inoue, H.; Wada, S.",2003,Ion exchange selectivity coefficients of Cu(II) and Zn(II) ions on kaolinite and bentonite,,0,0,0,0,0,0,0,0,0.0,
4718,3615,"Ide, O. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Moriyama, T.; Himeno, S.; Fushihara, H.",2003,Irrigation characteristics of drip irrigation tubes for the protected cultivation,,0,0,0,0,0,0,0,0,0.0,
4719,3616,"Hosoda, A. (Kyushu Univ., Fukuoka (Japan)); Sakai, M.; Kanazawa, S.",2003,Isolation and characterization of agar-degrading Paenibacillus spp. Associated with the rhizosphere of spinach [Spinacia oleracea],,0,0,0,0,0,0,0,0,0.0,
4720,3617,"Satoh, H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Nishi, A.; Fujita, N.; Kubo, A.; Nakamura, Y.; Kawasaki, T.; Okita, T.W.",2003,Isolation and characterization of starch mutants in rice,,0,0,0,0,0,0,0,0,0.0,
4721,3618,"Sakai, M. (Kyushu Univ., Fukuoka (Japan)); Hosoda, A.; Kanazawa, S.",2003,Isolation and characterization of two cyanobacteria-lytic bacterial strains from the submerged paddy soil,,0,0,0,0,0,0,0,0,0.0,
4722,3619,"Long, H.H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Furuya, N.; Kurose, D.; Takeshita, M.; Takanami, Y.",2003,Isolation of eondophytic bacteria from Solanum sp. and their antibacterial activity against plant pathogenic bacteria,,0,0,0,0,0,0,0,0,0.0,
4723,3620,"Moriyama, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Himeno, S.; Ide, O.",2003,January to February shipment of chrysanthemum [Dendranthema] 'Jinba' cut flowers by drip fertigation technique,,0,0,0,0,0,0,0,0,0.0,
4724,3621,"Usui, M. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Shimamura, S.; Izumi, K.; Mochizuki, T.; Nada, Y.",2003,Life cycle and wet tolerance of eastern gamagrass (Tripsacum dactyloides (L.)L.),,0,0,0,0,0,0,0,0,0.0,
4725,3623,"Hiramatsu, K. (Kyushu Univ., Fukuoka (Japan)); Fukuda, S.; Shikasho, S.",2003,Mathematical modeling of preference intensity of Japanese medaka for instream water environment using fuzzy inference,,0,0,0,0,0,0,0,0,0.0,
4726,3624,"Sano, J. (Fukuoka-ken. Fisheries Experiment Station (Japan))",2003,Mesh selectivity curve of a shrimp beam trawl for small size shrimp,,0,0,0,0,0,0,0,0,0.0,
4727,3625,"Hanada, N. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Wakana, A.; Fukudome, I.; Torikai, Y.; Nakagawa, Y.; Yasukochi, K.; Kajiwara, K.",2003,Method for setting parallel fishing lines as a tool for crow control and their effect on the prevention of damage by crow pecking in orchard,,0,0,0,0,0,0,0,0,0.0,
4728,3626,"Inoue, K. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Yamamoto, T.; Shibato, Y.; Ishizaka, A.",2003,Methods of irrigation and fertilization for forcing culture of eggplant [Solanum melongena] by drip fertilizing culture,,0,0,0,0,0,0,0,0,0.0,
4729,3627,"Thao, N.T.P. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Miyajima, I.; Ureshino, K.; Ozaki, Y.; Okubo, H.",2003,Micropropagation of ornamental Alocasia,,0,0,0,0,0,0,0,0,0.0,
4730,3628,"Sano, J. (Fukuoka-ken. Fisheries Experiment Station (Japan))",2003,Model for estimating mesh selectivity curve of a shrimp beam trawl,,0,0,0,0,0,0,0,0,0.0,
4731,3629,"Takeya, R.; Sumimoto, H. (Kyushu University, Fukuoka, Japan)",2003,Molecular Mechanism for Activation of Superoxide-producing NADPH Oxidases,,0,0,0,0,0,0,0,0,0.0,
4732,3630,"Lee, J.M. (Kyushu Univ., Fukuoka (Japan)); Kusakabe, T.; Kawaguchi, Y.; Yasunaga Aoki, C.; Nho, S.K.; Nakajima, Y.; Koga, K.",2003,"Molecular characterization of a heat shock cognate 70-4 promoter from the silkworm, Bombyx mori",,0,0,0,0,0,0,0,0,0.0,
4733,3631,"Shimizu, K. (Kyushu Univ., Fukuoka (Japan)); Fujita, R.; Kondo, R.; Sakai, K.; Kaneko, S.",2003,Morphological features and dietary functional components in fruit bodies of two strains of Pholiota adiposa grown on artificial beds,,0,0,0,0,0,0,0,0,0.0,
4734,3636,"Kanazawa, S. (Kyushu Univ., Fukuoka (Japan)); Yamamura, T.; Yanagida, H.; Kuramoto, H.",2003,New production technique of biohazard-free compost by the hyper-thermal and aerobic fermentation method,,0,0,0,0,0,0,0,0,0.0,
4735,3637,"Mitsui, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Fujita, K.; Sueyoshi, T.; Fushihara, H.",2003,New strawberry [Fragaria ananassa] cultivar 'Fukuoka S 6' and 'Fukuoka S 7' for forcing culture,,0,0,0,0,0,0,0,0,0.0,
4736,3638,"Tashima, F. (Kyushu Univ., Fukuoka (Japan)); Tatsumoto, T.; Egashira, K.",2003,Nitrogen balance in the paddy field of the Aigamo-paddy cultivation,,0,0,0,0,0,0,0,0,0.0,
4737,3639,"Miura, A. (Kyushu Univ., Fukuoka (Japan)); Tanaka, A.; Chikushi, J.; Hayashi, S.",2003,"Nocturnal air temperature characteristics in the Higashimatsuura peninsula basin [Saga, Japan] in fall-winter season",,0,0,0,0,0,0,0,0,0.0,
4738,3640,"Hu, W. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Uchino, T.; Hamanaka, D.; Sorour, H.; Hori, Y.; Tanaka, S.",2003,Nondestructive internal quality inspection of tomato fruits,,0,0,0,0,0,0,0,0,0.0,
4739,3641,"Hirano, Y. (Fukuoka-ken. Industrial Technology Center, Okawa (Japan). Interior Design Research Inst.); Kondo, R.; Sakai, K.",2003,Novel stilbenoids isolated from the heartwood of Shorea laeviforia,,0,0,0,0,0,0,0,0,0.0,
4740,3642,"Sakemi, H. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Nishitake, S.; Rodprapakorn, M.; Shirakami, T.; Takechi, S.; Doi, K.; Ogata, S.",2003,Nucleotide sequence of conjugative and integrating plasmid pSLS from Streptomyces laurentii ATCC31255,,0,0,0,0,0,0,0,0,0.0,
4741,3643,"Ishii, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Okuda, M.; Hanada, K.; Takemoto, H.",2003,Occurence of Tomato spotted wilt virus (TSWV) of pepper [Capsicum annuum] in Fukuoka prefecture [Japan] and its detection of TSWV with application of dot immuno-binding assay (DIBA),,0,0,0,0,0,0,0,0,0.0,
4742,3644,"Kawaguchi, T. (Kyushu Univ., Fukuoka (Japan))",2003,On the direction of development of spatial equilibrium model in recent years,,0,0,0,0,0,0,0,0,0.0,
4743,3646,"Fukushima, Y. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Uchikawa, O.; Ohga, Y.",2003,One step seeding of soybean [Glycine max] with shallow tilling on the ridge after wheat harvesting,,0,0,0,0,0,0,0,0,0.0,
4744,3647,"Iwabuchi, T. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Tanaka, K.; Ogata, T.; Hamachi, Y.",2003,Optimum transplanting time for improved quality of appearance of the rice [Oryza sativa] cultivar 'Yumetsukushi' under the recent high air temperature conditions,,0,0,0,0,0,0,0,0,0.0,
4745,3648,"Matumoto, S. (Fukuoka-ken. Government Office (Japan)); Yamada, K.; Hata, T.; Michitani, E.",2003,Outbreak of fruit-infesting stink bugs in Fukuoka prefecture [Japan] in 2002 and factors responsible,,0,0,0,0,0,0,0,0,0.0,
4746,3649,"Chikushi, Y. (Fukuoka-ken. Fisheries Experiment Station (Japan)); Matsui, S.",2003,Oxygen-deficient water distribution and factor in Ariake Sea [Japan],,0,0,0,0,0,0,0,0,0.0,
4747,3650,"Thao, N.T.P. (Kyushu Univ., Fukuoka (Japan)); Miyajima, I.; Ureshino, K.; Ozaki, Y.; Okubo, H.",2003,Para-fluorophenylalanine-induced aneuploidy in Alocasia,,0,0,0,0,0,0,0,0,0.0,
4748,3651,"Saptomo, S.K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Nakano, Y.; Haraguchi, T.; Yuge, K.",2003,Parameterization of numerical energy balance model using surface temperature data to estimate evapotranspiration of different land condition at cidanau watershed [Indonesia],,0,0,0,0,0,0,0,0,0.0,
4749,3653,"Egashira, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Tokunaga, N.; Ho, T.L.T.",2003,Phosphorus status of agricultural soils in Northern and Central Viet Nam,,0,0,0,0,0,0,0,0,0.0,
4750,3654,"Egashira, K. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Takenaka, J.; Shuto, S.; Moslehuddin, Md. A.Z.",2003,Phosphorus status of some paddy soils in Bangladesh,,0,0,0,0,0,0,0,0,0.0,
4751,3656,"Yamamoto, K. (Kyushu Univ., Fukuoka (Japan)); Fujii, H.; Banno, Y.; Aso, Y.; Ishiguro, M.",2003,"Polymorphism of prophenoloxidase in the silkworm, Bombyx mori",,0,0,0,0,0,0,0,0,0.0,
4752,3658,"Subadiyasa, N.N.",2003,Potential and prospect of effective microorganism (EM) technology in Indonesia,,0,0,0,0,0,0,0,0,0.0,
4753,3660,"Uchino, T. (Kyushu Univ., Fukuoka (Japan)); Harada, F.; Hu, W.",2003,Prediction of rate of CO2 assimilation of leaf lettuce under low light irradiation during storage,,0,0,0,0,0,0,0,0,0.0,
4754,3661,"Shoji, Y. (Kyushu Univ., Fukuoka (Japan)); Sanekata, A.; Sato, M.; Imaizumi, K.",2003,"Preparation of antiserum against rat delta6-desaturase and its use to evaluate the desaturase protein levels in rats treated with gemfibrozil, a ligand for peroxisome proliferator-activated receptor alpha",,0,0,0,0,0,0,0,0,0.0,
4755,3662,"Dhepe, Paresh L.; Fukuoka, Atsushi; Ichikawa, Masaru",2003,Preparation of highly dispersed RhPt alloy catalysts in mesoporous silica using supercritical carbon dioxide and selective synthesis of ethane in butane hydrogenolysis,,0,0,0,0,0,0,0,0,0.0,
4756,3663,"Honjoh, K. (Kyushu Univ., Fukuoka (Japan)); Suga, K.; Shinohara, F.; Maruyama, I.; Miyamoto, T.; Hatano, S.; Iio, M.",2003,Preparation of protoplasts from Chlorella vulgaris K-73122 and cell wall regeneration of protoplasts from C. vulgaris K-73122 and C-27,,0,0,0,0,0,0,0,0,0.0,
4757,3664,"Yamaguchi, H. (Kyushu Univ., Fukuoka (Japan)); Itou, S.; Matsunaga, H.",2003,Preservative ability of wood with hydroxyapatite with a part of Ca substituted by antimicrobial metals,,0,0,0,0,0,0,0,0,0.0,
4758,3665,"Hotta, K. (Kyushu Univ., Fukuoka (Japan))",2003,Problems with traceability systems in the Japanese beef industry,,0,0,0,0,0,0,0,0,0.0,
4759,3666,"Hiramatsu, M. (Kyushu Univ., Fukuoka (Japan). Faculty of Agriculture); Wakana, A.; Park, S.M.; Fukudome, I.",2003,Production of triploid plants from crosses between diploid and tetraploid grapes (Vitis complex) through immature seed culture and subsequent embryo culture,,0,0,0,0,0,0,0,0,0.0,
4760,3667,"Sakono, M. (Kyushu Univ., Fukuoka (Japan)); Ichinose, H.; Goto, M.",2003,Protein refolding in nanostructured reversed micelles including a molecular chaperone,,0,0,0,0,0,0,0,0,0.0,
4761,3669,"Fujita, M. (International Nature Farming Research Center, Hata, Nagano (Japan)); Iwaishi, S.; Minami, T.; Matsuda, Y.; Fujiyama, S.",2003,Quality evaluation of the organic certified rice using delta15N values and taste qualities,,0,0,0,0,0,0,0,0,0.0,
4762,3670,"Ikeda, H. (Fukuoka-ken. Agricultural Research Center, Chikushino (Japan)); Ibaraki, T.",2003,Quality maintenance of broccoli [Brassica oleracea italica] stored in cardboard shipping container modified to function as a gas barrier,,0,0,0,0,0,0,0,0,0.0,
